Filepath,Label
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c12f4529-bda3-4091-964a-e47d6d1dd2a0___FAM_L.Blight 1362.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c1336a7c-701e-4455-a04c-204eadaf42c2___FAM_L.Blight 0793.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c173c3eb-ad1b-4e04-965d-4139336683cb___FAM_L.Blight 1577.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c18f547f-c7df-48fa-88af-b5aa4b584a68___FAM_L.Blight 4702.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c1c6c2d3-7d1b-409e-9069-42112567c85c___FAM_L.Blight 1731.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c26745db-93a8-4ec5-a149-a5d60339c090___FAM_L.Blight 4846.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c28820f1-cbd1-455a-a35b-83b7fb22334c___FAM_L.Blight 4884.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c3a03edf-7e85-4cb2-9f14-e80e89264644___FAM_L.Blight 1575.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c401c3e8-2510-4d06-846f-49024877898b___FAM_L.Blight 3721.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c40605b6-9ceb-4a9b-b86d-bd211ab0baed___FAM_L.Blight 4617.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c4456b3d-20aa-4a42-bcfc-409891f57068___FAM_L.Blight 5007.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c4551049-65cf-4da7-820d-e773ffa54ead___FAM_L.Blight 1607.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c4633d82-335e-4616-9610-9ec96e10ccbb___FAM_L.Blight 1530.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c468be0f-2fa1-4254-aa26-64510b0da2c8___FAM_L.Blight 4922.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c49b0b04-635d-4499-a85b-6d95efb2d89a___FAM_L.Blight 3765.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c4cb351b-6350-48eb-ae21-82cbc0af75db___FAM_L.Blight 3668.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c4d2c087-d73d-4e0e-9dd6-6b2da0f2faaf___FAM_L.Blight 4659.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c550df77-b653-4415-be0a-dc04a2ad8abd___FAM_L.Blight 1616.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c5fd9bf9-9d55-4c91-a83f-2115d4771c90___FAM_L.Blight 4527.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c6a479c0-720d-4c2b-baf9-40715280cf14___FAM_L.Blight 1535.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c6de4b6b-12d5-45fe-99ec-37e6f3ab0a8e___FAM_L.Blight 1473.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c766f8e1-b82e-4c73-a7db-7247bd24c897___FAM_L.Blight 1599.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c78dfb86-1584-48ac-a76a-a71ba25f091a___FAM_L.Blight 4983.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c801581b-6e85-4c4e-8d0a-b9a87299a8f6___FAM_L.Blight 4660.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c8170516-0c36-49d8-bf6b-4fa4871bfde9___FAM_L.Blight 3723.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c86883f3-6bd0-4fc8-9bd0-148f1cdc44a9___FAM_L.Blight 4984.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c87a75d3-5398-4d76-a225-c603dfb9ce92___FAM_L.Blight 1720.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c8dfc587-128e-4e81-a03d-31e408b7b2ad___FAM_L.Blight 4517.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c90030c8-4b5c-4c23-aaf4-7b32ba25540e___FAM_L.Blight 4525.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c93d9ab9-7c24-41a4-81ad-26fb6d2539e2___FAM_L.Blight 1611.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\c9a2c0cb-b461-437f-960d-b9475bfe3a34___FAM_L.Blight 4696.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ca0e596c-5be9-4e44-b4b7-6b503fbf9571___FAM_L.Blight 4850.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ca1219a9-1282-4c57-8abd-4ffe60454fc0___FAM_L.Blight 1631.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ca3c21b5-b7ac-48d5-a8fe-543b7a26ac54___FAM_L.Blight 4663.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ca6e4a1a-f519-4cfa-b379-d21c15b21716___FAM_L.Blight 1429.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cb340afd-cfe7-47f7-84c6-28c8d4dd3166___FAM_L.Blight 0803.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cb428fa4-5b33-4ac6-b473-009c6f48a801___FAM_L.Blight 4761.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cba918f3-a1db-44ae-9d04-cd828f376f12___FAM_L.Blight 1665.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cc1a3e6b-5772-4204-b8f1-7b1d98d2d3e2___FAM_L.Blight 3631.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cc292d77-4144-4187-b71d-f837375a2fe6___FAM_L.Blight 4999.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cc32bb4c-24b1-4b22-a951-6c9666cda8a3___FAM_L.Blight 4788.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cc8ea399-d7a8-4470-850c-b8ee0ac965fd___FAM_L.Blight 1539.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ccb23f86-a08c-4f4c-86b0-f9f6006b9ba0___FAM_L.Blight 1723.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ccf85694-b813-4442-bc83-3ff017fc7719___FAM_L.Blight 4825.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cda31b07-8938-4108-9c26-6b3cab14bea3___FAM_L.Blight 4782.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cdb32553-9038-435f-b747-a60e1641f640___FAM_L.Blight 1691.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ce301c49-341e-43da-830c-f5a2d3b00fd5___FAM_L.Blight 1719.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ce477444-5531-480b-8d5b-3e998b73ef26___FAM_L.Blight 4892.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ce5a71c6-62f0-4b2c-89d8-acd4c171b290___FAM_L.Blight 0769.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ce668bd0-ac17-4962-9684-a6098353786d___FAM_L.Blight 4509.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cedfa3b4-05cd-461c-9c2e-df95573fdeb4___FAM_L.Blight 1421.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cf4eead0-46bc-4947-9333-84c133c4e161___FAM_L.Blight 1537.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cf510134-1e40-4c98-9f83-d959e44d653b___FAM_L.Blight 3732.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cf52cd17-7166-4fee-a861-465425a83baf___FAM_L.Blight 3632.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cf685f66-f5ed-4e81-b129-ef8625d2f6ba___FAM_L.Blight 3778.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cfb45830-96dc-4714-ac10-ce51b047aa02___FAM_L.Blight 4893.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cfcc76d1-21b3-4ba2-935a-79bc9b5bc013___FAM_L.Blight 4913.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\cfe478f6-9bc2-4c85-9405-dc94c520a1ad___FAM_L.Blight 4713.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d015d963-36d2-47d8-b78f-7cc20631dd11___FAM_L.Blight 4927.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d01c2be1-52bc-4401-917a-0be1a7ce890e___FAM_L.Blight 0784.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d0c5c4a8-a327-483e-8f28-9433185063ff___FAM_L.Blight 4698.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d105b10e-c737-461d-aac2-d2eda9733ce9___FAM_L.Blight 4520.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d181f3bf-3641-42be-b35f-7d739559d8cb___FAM_L.Blight 4796.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d1b02612-baa1-4ee3-8b9f-9163effa59e0___FAM_L.Blight 1498.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d1df43dc-c7d5-4ee5-bcc4-6b75fea944f4___FAM_L.Blight 4757.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d20f3a1b-34be-4072-9809-976e297169bb___FAM_L.Blight 4987.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d245c98f-ab63-442a-a37d-172b56a51434___FAM_L.Blight 4937.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d262bdfa-45b5-4166-a1e2-38c4cf79534d___FAM_L.Blight 4709.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d2ac897b-32b9-4717-889b-7a0905a1e9b1___FAM_L.Blight 4837.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d2c7dce2-45d3-4723-ad2c-289801475db5___FAM_L.Blight 4718.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d2de3c2a-2161-4b8a-a281-6897a9ca5fa9___FAM_L.Blight 1653.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d2fd27d9-bdca-4e65-8891-adfbef5b8f1d___FAM_L.Blight 4960.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d38af614-ae61-4ab1-917a-3ff67ad7707f___FAM_L.Blight 3677.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d3d62bd0-f903-4774-82e8-f369346d402a___FAM_L.Blight 1557.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d4ae917a-53b6-4bb1-b82d-0f2336d670af___FAM_L.Blight 1464.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d4c5388d-0347-4754-94ff-c54f9e3f4a49___FAM_L.Blight 1415.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d4d89134-8ba7-4070-9dbe-4fc2752bbb8b___FAM_L.Blight 0799.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d4eb65c6-9e89-4a41-802b-6c16d68db75f___FAM_L.Blight 4872.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d4f5aff8-7542-4785-8e43-1f3f3f0ee6d6___FAM_L.Blight 3719.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d58fc7b7-e0bd-4506-b90c-aa5dfa5edf00___FAM_L.Blight 1634.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d5a4f65f-7d27-43cf-a4bd-d89e0b462f6c___FAM_L.Blight 1466.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d5bcd270-8d64-4e39-b72e-0d43d4eb48d7___FAM_L.Blight 3766.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d5d5532f-7fbd-4e8c-9d72-66e3a46abf69___FAM_L.Blight 1662.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d5d8d384-b7f6-4bb1-be43-2ddd0fd30dae___FAM_L.Blight 3701.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d61d11c6-030a-400c-b846-41f1e20a8628___FAM_L.Blight 4920.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d6236498-7c4d-40cd-9f1b-476816ab3c85___FAM_L.Blight 3693.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d6999988-9044-42a6-a750-abff02f09aa5___FAM_L.Blight 1678.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d7741e25-d0b3-4706-9791-439373cafbdd___FAM_L.Blight 4671.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d7840352-8b9a-4ecd-8901-5f3ab176b282___FAM_L.Blight 4667.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d7ff358a-bc45-4b81-a632-68d8e87ab529___FAM_L.Blight 3676.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d89730d3-6156-47c4-9484-9dfc2284331b___FAM_L.Blight 3773.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d9c9a1d5-e149-44be-9f50-4ec44100c8eb___FAM_L.Blight 1427.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\d9ceadb2-ee0d-4628-9249-df238d8d7887___FAM_L.Blight 4670.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\da3ec00d-71c4-4711-9f9f-e017de4f927e___FAM_L.Blight 3757.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dadd9301-137b-4845-a38b-bade89aef516___FAM_L.Blight 4953.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\db2e4d72-f81d-45c0-9eb7-8e8b56cffb60___FAM_L.Blight 1565.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\db362849-929c-40c2-aff2-8a48d39b0ff3___FAM_L.Blight 4750.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dbceb85e-e02d-4620-9492-3d6db44de662___FAM_L.Blight 4574.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dc106b61-2b27-4d6c-8172-f3c9ff528d6e___FAM_L.Blight 1532.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dcbfecfd-0883-474f-876e-c7e591168ce8___FAM_L.Blight 1571.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dce1cf0a-8d16-4f47-be9b-4d93c3dfd170___FAM_L.Blight 1596.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dcea25a7-6835-42f9-9232-1c07463a85c1___FAM_L.Blight 3762.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dd675f69-4e2b-4d36-9aac-d0e3463cbc74___FAM_L.Blight 4736.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dde6a496-e297-4d30-8cbb-eda1b202b841___FAM_L.Blight 1472.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ddef4fe1-5b44-4ac1-b5a0-9e5c00d3c8c2___FAM_L.Blight 4839.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\ddf56736-b01a-45bd-90d8-04c8713b6dbe___FAM_L.Blight 1389.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\de452695-b608-4edf-96a1-70e2e238d7a8___FAM_L.Blight 3738.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\de9dc91d-a07b-4b19-bb96-9d5cea2e230b___FAM_L.Blight 4749.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\df0677b3-7edb-4fed-ac4f-8a6a1ff0bd0e___FAM_L.Blight 1408.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\df3ee378-7fc4-4fec-99f9-5567dc7ff433___FAM_L.Blight 1605.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\df76a644-9808-4446-8c18-578b46ff56a5___FAM_L.Blight 1594.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dfd258d1-9d63-4c50-b3fd-7c1737257a35___FAM_L.Blight 4514.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e0531570-2f32-413c-ba8c-bbc299c502dd___FAM_L.Blight 1695.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e0a87cd5-5f26-4f17-a553-c48e353a15de___FAM_L.Blight 4897.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e159d29d-4492-43ad-9055-0e651171616d___FAM_L.Blight 4710.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e184669d-b068-434e-95ef-a7d59a9c47a2___FAM_L.Blight 1715.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e1a90093-ef1f-449c-a909-cb5bbd9a6f38___FAM_L.Blight 4746.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e1b01c6e-aca3-4c23-928b-3fa8d3512ee2___FAM_L.Blight 4615.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e224d690-e64f-40a4-bfe6-c7d71900f346___FAM_L.Blight 0774.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e22e51f9-b834-413a-b6d0-afd6a4743dd9___FAM_L.Blight 4911.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e263a56e-eea0-4b9b-b4cc-4b2490455539___FAM_L.Blight 4719.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e34c6ed4-8dfe-4595-87ca-a4260d07a7eb___FAM_L.Blight 1387.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e3dbdce6-da4d-4557-ab5e-0dc7198a6a81___FAM_L.Blight 4794.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
C:/plants/train\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\e3e40cca-5e8f-4815-9cfa-b15acf369da8___FAM_L.Blight 4631.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
